Olympic,Class,Finish,Country,BoatManufacturer,BoatModel,Rigger,Mount,Backstay,Seat,Span,Spread,OarManufacturer,OarModel,OarShaft,OarLength,OarInboard,OarOutboard,BladeShape,BladeLength,BladeWidth,VortexEdge,WorkTrough,WorkHeels,WorkToes,StretcherAngle,SwivelAboveSeatStarboard,SwivelAboveSeatPortside,SwivelAboveSeatSweep,SeatAboveHeels,PitchStarboard,PitchPortside,PitchSweep,MeasurementDate
"",W4-,9,CAN,Hudson,F43,"Carbon wing",Stern,Yes,4,,85,C2,Skinny,Soft,372,115,257,SM2P,53.5,25.3,No,8,,58,42,,,16,17,,,4,""
"",W4-,10,NZL,Filippi,F52,"Carbon wing",Stern,Yes,1,,85,C2,Skinny,Soft,373,115,258,SM2P,53.5,25.3,No,15,30,54,45,,,16.5,20,,,4,""
"",W4-,10,NZL,Filippi,F52,"Carbon wing",Stern,Yes,2,,85,C2,Skinny,Soft,373,115,258,SM2P,53.5,25.3,No,18,36,59,45,,,17.1,22,,,4,""
"",W4-,10,NZL,Filippi,F52,"Carbon wing",Stern,Yes,3,,85,C2,Skinny,Soft,373,115,258,SM2P,53.5,25.3,No,18,34,58,45,,,17.7,18,,,4,""
"",W4-,10,NZL,Filippi,F52,"Carbon wing",Stern,Yes,4,,85,C2,Skinny,Soft,373,115,258,SM2P,53.5,25.3,No,22,36,59,45,,,17.2,17,,,4,""
"",W4-,11,ROM,Filippi,F52,"Alum wing",Stern,Yes,1,,85,C2,Skinny,Med,373,115,258,SM2P,53.5,25.3,No,14.5,30,58,38,,,13,19.5,,,5.3,""
"",W4-,11,ROM,Filippi,F52,"Alum wing",Stern,Yes,2,,85,C2,Skinny,Med,373,115,258,SM2P,53.5,25.3,No,18.5,36,58,34.1,,,16,18,,,4.1,""
"",W4-,11,ROM,Filippi,F52,"Alum wing",Stern,Yes,3,,85,C2,Skinny,Med,373,115,258,SM2P,53.5,25.3,No,20,37,58,37.9,,,14,20,,,4.5,""
"",W4-,11,ROM,Filippi,F52,"Alum wing",Stern,Yes,4,,85,C2,Skinny,Med,373,115,258,SM2P,53.5,25.3,No,25,37.5,58,37.5,,,14.5,19,,,3.7,""
"",W4-,12,FRA,Filippi,,"Carbon wing",Stern,Yes,1,,85,C2,,Soft,375,116,259,SM2P,53.5,25.3,No,17,36,,42,,,15.5,19,,,5,""
"",W4-,12,FRA,Filippi,,"Carbon wing",Stern,Yes,2,,85,C2,,Soft,375,116,259,SM2P,53.5,25.3,No,16,39,,42,,,15.5,20,,,5,""
"",W4-,12,FRA,Filippi,,"Carbon wing",Stern,Yes,3,,85,C2,,Soft,375,116,259,SM2P,53.5,25.3,No,22,34,,41,,,16.5,17,,,5,""
"",W4-,12,FRA,Filippi,,"Carbon wing",Stern,Yes,4,,85,C2,,Soft,375,116,259,SM2P,53.5,25.3,No,20,41,,41,,,15,18.5,,,6,""
O,M4-,1,AUS,Empacher,C48,"Carbon wing",Stern,Yes,1,,85,C2,"Low i",Med,377,115,262,SM2P,53.5,25.3,No,17,37,,42,,,18,19,,,3,""
O,M4-,1,AUS,Empacher,C48,"Carbon wing",Stern,Yes,2,,85,C2,"Low i",Med,377,115,262,SM2P,53.5,25.3,No,17,36,,42,,,18,19,,,3,""
O,M4-,1,AUS,Empacher,C48,"Carbon wing",Stern,Yes,3,,85,C2,"Low i",Med,377,115,262,SM2P,53.5,25.3,No,17,36,,42,,,18,19,,,3,""
O,M4-,1,AUS,Empacher,C48,"Carbon wing",Stern,Yes,4,,85,C2,"Low i",Med,377,115,262,SM2P,53.5,25.3,No,17,36,,42,,,18,19,,,3,""
O,M4-,2,ITA,Filippi,F40,"Alum wing",Stern,Yes,1,,83,C2,Standard,Med,375,114,261,SM2P,53.5,25.3,No,15,33,,41,,,18.5,17.5,,,6,""
O,M4-,2,ITA,Filippi,F40,"Alum wing",Stern,Yes,2,,83,C2,Standard,Med,376,114,262,SM2P,53.5,25.3,No,14,34,,41,,,20,19,,,4,""
O,M4-,2,ITA,Filippi,F40,"Alum wing",Stern,Yes,3,,83,C2,Standard,Med,376,114,262,SM2P,53.5,25.3,No,13,36,,42,,,17,17,,,4,""
O,M4-,2,ITA,Filippi,F40,"Alum wing",Stern,Yes,4,,83,C2,Standard,Med,376.5,114.5,262,SM2P,53.5,25.3,No,11,33,,42,,,18.5,20,,,4,""
O,M4-,3,GBR,Empacher,C48,"Carbon wing",Stern,Yes,1,,84.5,C2,Standard,Med,377,114.5,262.5,SM2P,53.5,25.3,No,11,,59,43,,,19.5,20,,,4,""
O,M4-,3,GBR,Empacher,C48,"Carbon wing",Stern,Yes,2,,84.5,C2,Skinny,Med,377,114.5,262.5,SM2P,53.5,25.3,No,10,,60,43,,,20.3,20.5,,,4,""
O,M4-,3,GBR,Empacher,C48,"Carbon wing",Stern,Yes,3,,84.5,C2,Skinny,Med,377,114.5,262.5,SM2P,53.5,25.3,No,10,,59,43,,,19.7,19.8,,,4,""
O,M4-,3,GBR,Empacher,C48,"Carbon wing",Stern,Yes,4,,84.5,C2,Skinny,Med,377,114.5,262.5,SM2P,53.5,25.3,No,10,,59,43,,,19.8,20,,,4,""
"",M4-,4,NED,Empacher,C48,"Carbon wing",Stern,Yes,1,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,,,,43,,,18.5,19,,,4,""
"",M4-,4,NED,Empacher,C48,"Carbon wing",Stern,Yes,2,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,,,,43,,,18.5,18,,,4,""
"",M4-,4,NED,Empacher,C48,"Carbon wing",Stern,Yes,3,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,,,,43,,,20,19,,,4,""
"",M4-,4,NED,Empacher,C48,"Carbon wing",Stern,Yes,4,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,,,,43,,,20,20,,,4,""
"",M4-,5,DEN,Filippi,F40,"Carbon wing",Stern,Yes,1,,85,C2,Skinny,Med,376,116.5,259.5,SM2P,53.5,25.3,No,19,36,,45,,,19,18.5,,,5,""
"",M4-,5,DEN,Filippi,F40,"Carbon wing",Stern,Yes,2,,85,C2,Skinny,Med,376,116.5,259.5,SM2P,53.5,25.3,No,21,34,,42,,,16,20,,,5,""
"",M4-,5,DEN,Filippi,F40,"Carbon wing",Stern,Yes,3,,85,C2,Skinny,Med,376,116.5,259.5,SM2P,53.5,25.3,No,20,34,,40,,,17,9,,,6,""
"",M4-,5,DEN,Filippi,F40,"Carbon wing",Stern,Yes,4,,85,C2,Skinny,Med,376,116.5,259.5,SM2P,53.5,25.3,No,21,42,,43,,,18,19.5,,,5,""
"",M4-,6,GER,Empacher,C48,"Carbon wing",Stern,Yes,1,,85,C2,Skinny,Med,377,115,262,SM2P,53.5,25.3,No,,,,,,,17,,,,6.9,""
"",M4-,6,GER,Empacher,C48,"Carbon wing",Stern,Yes,2,,85,C2,Skinny,Med,377,115,262,SM2P,53.5,25.3,No,,,,,,,17,,,,7,""
"",M4-,6,GER,Empacher,C48,"Carbon wing",Stern,Yes,3,,85,C2,Skinny,Med,377,115,262,SM2P,53.5,25.3,No,,,,,,,17,,,,7,""
"",M4-,6,GER,Empacher,C48,"Carbon wing",Stern,Yes,4,,85,C2,Skinny,Med,377,115,262,SM2P,53.5,25.3,No,,,,,,,17,,,,7,""
"",M4-,7,ESP,Filippi,F40,"Carbon wing",Stern,Yes,1,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,17.5,34,,42.5,,,18.5,19,,,3.3,""
"",M4-,7,ESP,Filippi,F40,"Carbon wing",Stern,Yes,2,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,14.5,37.5,,42.2,,,18,18,,,4.2,""
"",M4-,7,ESP,Filippi,F40,"Carbon wing",Stern,Yes,3,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,14.5,4.5,,41.6,,,17.5,19.5,,,4.4,""
"",M4-,7,ESP,Filippi,F40,"Carbon wing",Stern,Yes,4,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,16.5,34,,42.5,,,18.5,18.5,,,3.2,""
"",M4-,8,CAN,Hudson,S4.51,"Carbon wing",Stern,Yes,1,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,,,57,42,,,17.5,21,,,4,""
"",M4-,8,CAN,Hudson,S4.51,"Carbon wing",Stern,Yes,2,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,,,66,42,,,18.5,23,,,4,""
"",M4-,8,CAN,Hudson,S4.51,"Carbon wing",Stern,Yes,3,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,,,66,42,,,18.5,22.5,,,4,""
"",M4-,8,CAN,Hudson,S4.51,"Carbon wing",Stern,Yes,4,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,,,59,42,,,17.8,19,,,4,""
"",M4-,9,FRA,Empacher,C45,"Carbon wing",Stern,Yes,1,,85,C2,Skinny,Med,376,115.5,260.5,SM2P,53.5,25.3,No,19,,,43.1,,,18.5,20.5,,,4,""
"",M4-,9,FRA,Empacher,C45,"Carbon wing",Stern,Yes,2,,85,C2,Skinny,Med,376,115.5,260.5,SM2P,53.5,25.3,No,19,,,41,,,18,19,,,4,""
"",M4-,9,FRA,Empacher,C45,"Carbon wing",Stern,Yes,3,,85,C2,Skinny,Med,376,115.5,260.5,SM2P,53.5,25.3,No,18.5,,,41,,,17.5,17.5,,,4,""
"",M4-,9,FRA,Empacher,C45,"Carbon wing",Stern,Yes,4,,85,C2,Skinny,Med,376,115.5,260.5,SM2P,53.5,25.3,No,17,,,43.8,,,17.6,18,,,4,""
"",M4-,10,USA,Empacher,C48,"Carbon wing",Stern,Yes,1,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,,,,,,,,,,,,""
"",M4-,10,USA,Empacher,C48,"Carbon wing",Stern,Yes,2,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,,,,,,,,,,,,""
"",M4-,10,USA,Empacher,C48,"Carbon wing",Stern,Yes,3,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,,,,,,,,,,,,""
"",M4-,10,USA,Empacher,C48,"Carbon wing",Stern,Yes,4,,84,C2,Skinny,Med,376,114,262,SM2P,53.5,25.3,No,,,,,,,,,,,,""
"",M4-,11,AUT,Empacher,C48,"Carbon wing",Stern,Yes,1,,85,C2,Skinny,Med,,,,SM2P,53.5,25.3,No,19.5,41,,43,,,17.5,19,,,6.3,""
"",M4-,11,AUT,Empacher,C48,"Carbon wing",Stern,Yes,2,,85,C2,Skinny,Med,,,,SM2P,53.5,25.3,No,18,40,,43.8,,,17.5,19.5,,,5.4,""
"",M4-,11,AUT,Empacher,C48,"Carbon wing",Stern,Yes,3,,85,C2,Skinny,Med,,,,SM2P,53.5,25.3,No,19.5,43.5,,42.7,,,18,18.5,,,3.3,""
"",M4-,11,AUT,Empacher,C48,"Carbon wing",Stern,Yes,4,,85,C2,Skinny,Med,,,,SM2P,53.5,25.3,No,19.5,43.5,,43.5,,,18,20,,,4.8,""
"",M4-,12,NZL,Filippi,,"Carbon wing",Stern,Yes,1,,84,C2,Standard,,376,115,261,SM2P,53.5,25.3,No,15.5,34,,42,,,18,20,,,4,""
"",M4-,12,NZL,Filippi,,"Carbon wing",Stern,Yes,2,,84,C2,Standard,,376,115,261,SM2P,53.5,25.3,No,15.5,34,,42,,,17.5,20,,,4,""
"",M4-,12,NZL,Filippi,,"Carbon wing",Stern,Yes,3,,84,C2,Standard,,376,115,261,SM2P,53.5,25.3,No,15.5,32,,42,,,17.5,20,,,4,""
"",M4-,12,NZL,Filippi,,"Carbon wing",Stern,Yes,4,,84,C2,Standard,,376,115,261,SM2P,53.5,25.3,No,15.5,40,,42,,,17.8,20,,,4,""
"",M4-,13,RSA,Filippi,F38,"Alum wing",Stern,Yes,1,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,11,37,,43.4,,,16.5,21,,,4.7,""
"",M4-,13,RSA,Filippi,F38,"Alum wing",Stern,Yes,2,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,11,30.5,,42.2,,,17,18,,,5.1,""
"",M4-,13,RSA,Filippi,F38,"Alum wing",Stern,Yes,3,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,13.5,36,,41.9,,,18,19.5,,,7,""
"",M4-,13,RSA,Filippi,F38,"Alum wing",Stern,Yes,4,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,10,31,,42,,,18.5,19.5,,,6.9,""
"",M4-,14,ARG,Hudson,S4.51,"Carbon wing",Stern,Yes,1,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,17,37,,41,,,17,19,,,6,""
"",M4-,14,ARG,Hudson,S4.51,"Carbon wing",Stern,Yes,2,,85,C2,Skinny,Med,375.5,115,260.5,SM2P,53.5,25.3,No,18,37,,43,,,16.5,19,,,4,""
"",M4-,14,ARG,Hudson,S4.51,"Carbon wing",Stern,Yes,3,,85,C2,Skinny,Med,376,115,261,SM2P,53.5,25.3,No,14,36,,43,,,18,19.5,,,6,""
"",M4-,14,ARG,Hudson,S4.51,"Carbon wing",Stern,Yes,4,,85,C2,Skinny,Med,375.5,115,260.5,SM2P,53.5,25.3,No,17,37,,45,,,16.5,19,,,5,""
"",M4-,15,LTU,Filippi,,"Carbon wing",Stern,Yes,1,,85.5,C2,Standard,Stiff,375,116,259,SM2P,53.5,25.3,No,17,38,,37,,,18.5,15.5,,,6,""
"",M4-,15,LTU,Filippi,,"Carbon wing",Stern,Yes,2,,85,C2,Standard,Stiff,376.5,117,259.5,SM2P,53.5,25.3,No,17,38,,37,,,19,18,,,6,""
"",M4-,15,LTU,Filippi,,"Carbon wing",Stern,Yes,3,,85,C2,Standard,Stiff,375.5,116,259.5,SM2P,53.5,25.3,No,17,43,,38,,,19,18,,,6,""
"",M4-,15,LTU,Filippi,,"Carbon wing",Stern,Yes,4,,85,C2,Standard,Stiff,375.5,116,259.5,SM2P,53.5,25.3,No,19,35,,36,,,19,17,,,5,""
O,W4x,1,NED,Filippi,F52,"Carbon wing",Bow,No,1,159,,C2,Skinny,Med,289,88.5,200.5,SM2P,46,21.5,No,,37,58,43,17,15.5,,19,4,4,0,""
O,W4x,1,NED,Filippi,F52,"Carbon wing",Bow,No,2,159,,C2,Skinny,Med,289,88.5,200.5,SM2P,46,21.5,No,,34,55,43,17.5,16,,19.5,4,4,,""
O,W4x,1,NED,Filippi,F52,"Carbon wing",Bow,No,3,159,,C2,Skinny,Med,289,88.5,200.5,SM2P,46,21.5,No,,39.5,61,43,18,16.5,,18,4,4,,""
O,W4x,1,NED,Filippi,F52,"Carbon wing",Bow,No,4,159,,C2,Skinny,Med,288.5,88,200.5,SM2P,46,21.5,No,,33,53,43,17,15.5,,18,4,4,,""
O,W4x,2,POL,Filippi,,"Carbon wing",Stern,No,1,159,,C2,Skinny,Soft,288,89,199,SM2P,46,21.5,No,20,36,,43,18.5,16.5,,18.5,5,5,,""
O,W4x,2,POL,Filippi,,"Carbon wing",Stern,No,2,159,,C2,Skinny,Soft,288,89,199,SM2P,46,21.5,No,21,41,,41,20,18,,19,5,5,,""
O,W4x,2,POL,Filippi,,"Carbon wing",Stern,No,3,159,,C2,Skinny,Soft,288,89,199,SM2P,46,21.5,No,19,35,,42,19,17.5,,18,6,6,,""
O,W4x,2,POL,Filippi,,"Carbon wing",Stern,No,4,159,,C2,Skinny,Soft,288,89,199,SM2P,46,21.5,No,21,43,,40,18,16.5,,14,5,5,,""
O,W4x,3,GBR,Empacher,,"Carbon Wing",Bow,No,1,160,,Croker,Arrow,,289,87,202,Smoothie,44,22,No,15,36.5,58,46,17,16,,21,4,4,,""
O,W4x,3,GBR,Empacher,,"Carbon Wing",Bow,No,2,160,,Croker,Arrow,,289,87,202,Smoothie,44,22,No,18,35,55,46,17,16,,19.5,4,4,,""
O,W4x,3,GBR,Empacher,,"Carbon Wing",Bow,No,3,160,,Croker,Arrow,,289,87,202,Smoothie,44,22,No,17,35,57,46,17,16,,19.5,4,4,,""
O,W4x,3,GBR,Empacher,,"Carbon Wing",Bow,No,4,160,,Croker,Arrow,,289,87,202,Smoothie,44,22,No,16,34.5,57,46,17,16,,20,4,4,,""
O,W4x,4,GER,Empacher,C40,"Carbon Wing",Stern,Yes,1,159.5,,C2,Skinny,,286,88,198,Smooth,46,21.5,No,17.5,35,,44,17.5,16,,19,2.7,2.8,,""
O,W4x,4,GER,Empacher,C40,"Carbon Wing",Stern,Yes,2,161,,C2,Skinny,,287,88,199,Smooth,46,21.5,No,1,36,,45.5,16.5,15.5,,22,3.1,2.3,,""
O,W4x,4,GER,Empacher,C40,"Carbon Wing",Stern,Yes,3,160,,C2,Skinny,,287,88,199,Smoothie,46,21.5,No,17.5,38,,43.7,16,15,,21,3.1,2.8,,""
O,W4x,4,GER,Empacher,C40,"Carbon Wing",Stern,Yes,4,158.5,,C2,Skinny,,287,87.5,199.5,Smoothie,46,21.5,No,13,34,,42,16,15,,16,3.1,3.3,,""
"",W4x,5,USA,Empacher,X40,"Carbon wing",Bow,No,1,160,,Croker,S4,Regular,287,87,200,Smoothie,44,22,No,10,40,,42,18,17,,17,4,4,,""
"",W4x,5,USA,Empacher,X40,"Carbon wing",Bow,No,2,160,,Croker,S4,Regular,287,87,200,Smoothie,44,22,No,10,42,,42,18,17,,17,4,4,,""
"",W4x,5,USA,Empacher,X40,"Carbon wing",Bow,No,3,160,,Croker,S4,Regular,287,87,200,Smoothie,44,22,No,10,43,,42,18,17,,18,4,4,,""
"",W4x,5,USA,Empacher,X40,"Carbon wing",Bow,No,4,160,,Croker,S4,Regular,287,87,200,Smoothie,44,22,No,10,41,,42,18,17,,18,4,4,,""
"",W4x,6,AUS,Empacher,C40,"Carbon wing",Stern,Yes,1,159,,Croker,S39,Soft,288,88,200,Smoothie,44,22,No,12,,58,40,17,16,,17,4,4,,""
"",W4x,6,AUS,Empacher,C40,"Carbon wing",Stern,Yes,2,159,,Croker,S39,Soft,288,88,200,Smoothie,44,22,No,12,,61,41,19,18,,17,4,4,,""
"",W4x,6,AUS,Empacher,C40,"Carbon wing",Stern,Yes,3,159,,Croker,S39,Soft,288,88,200,Smoothie,44,22,No,12,,55,41,18,17,,17,4,4,,""
"",W4x,6,AUS,Empacher,C40,"Carbon wing",Stern,Yes,4,159,,Croker,S39,Soft,288,88,200,Smoothie,44,22,No,12,,59,43,17,16,,18,4,4,,""
"",W4x,7,CHN,Empacher,X40,"Carbon wing",Bow,No,1,159,,C2,Skinny,Med,288,87.5,200.5,SM2P,46,21.5,No,17,33,,42,18,16.5,,15.5,5,4,,""
"",W4x,7,CHN,Empacher,X40,"Carbon wing",Bow,No,2,159,,C2,Skinny,Med,288,87.5,200.5,SM2P,46,21.5,No,16,32,,42,19,17,,16.5,4,4,,""
"",W4x,7,CHN,Empacher,X40,"Carbon wing",Bow,No,3,159,,C2,Skinny,Med,288,87.5,200.5,SM2P,46,21.5,No,15,33,,42,18.5,17.5,,16,4,4,,""
"",W4x,7,CHN,Empacher,X40,"Carbon wing",Bow,No,4,159,,C2,Skinny,Med,288,87.5,200.5,SM2P,46,21.5,No,14,33,,42,17,15,,16,4,4,,""
"",W4x,8,UKR,Hudson,S4.21,"Carbon Wing",Bow,Yes,1,158,,Braca,Ultralight,"CM4,D",287,87.5,199.5,"DWB Spec",45,21,No,20.5,35.5,,38.5,17,15,,22,4,3.2,,""
"",W4x,8,UKR,Hudson,S4.21,"Carbon Wing",Bow,Yes,2,158,,Empacher,Ultralight,"CM4,D",287,88,199,"DWB Spec",45,21,No,19.5,35.5,,37.7,17,16,,18,4.5,3.2,,""
"",W4x,8,UKR,Hudson,S4.21,"Carbon Wing",Bow,Yes,3,158,,Empacher,Ultralight,"CM4,D",287,88,199,"DWB Spec",45,21,No,19,33,,38,17.5,16,,20.5,5.5,3.5,,""
"",W4x,8,UKR,Hudson,S4.21,"Carbon Wing",Bow,Yes,4,158,,Empacher,Ultralight,"CM4,D",287,88,199,"DWB Spec",45,21,No,19,29.5,,38.8,16,15,,20,4.6,4.3,,""
"",W4x,9,FRA,Empacher,C40,"Carbon Wing",Stern,Yes,1,159,,C2,Skinny,Soft,288,88,200,SM2P,46,21.5,No,16.5,34.5,,42.8,16,15,,19,5.2,6.5,,""
"",W4x,9,FRA,Empacher,C40,"Carbon Wing",Stern,Yes,2,159,,C2,Skinny,Soft,288,88,200,SM2P,46,21.5,No,16,36.5,,42,17,15,,21,5.3,5.4,,""
"",W4x,9,FRA,Empacher,C40,"Carbon Wing",Stern,Yes,3,159,,C2,Skinny,Soft,288,88,200,SM2P,46,21.5,No,17,35,,45.2,17,16,,19.5,4.8,6,,""
"",W4x,9,FRA,Empacher,C40,"Carbon Wing",Stern,Yes,4,159,,C2,Skinny,Soft,288,88,200,SM2P,46,21.5,No,15,37,,45,15,14,,19,6.9,6.6,,""
O,M8+,1,GER,Empacher,C86,"Carbon wing",Stern,Yes,1,,82.5,C2,Skinny,Med,377,112.5,264.5,SM2P,53.5,25.3,No,,,,,,,16-18,,,,9,""
O,M8+,1,GER,Empacher,C86,"Carbon wing",Stern,Yes,2,,82.5,C2,Skinny,Med,377,112.5,264.5,SM2P,53.5,25.3,No,,,,,,,16-18,,,,8,""
O,M8+,1,GER,Empacher,C86,"Carbon wing",Stern,Yes,3,,82.5,C2,Skinny,Med,377,112.5,264.5,SM2P,53.5,25.3,No,,,,,,,16-18,,,,9,""
O,M8+,1,GER,Empacher,C86,"Carbon wing",Stern,Yes,4,,82.5,C2,Skinny,Med,377,112.5,264.5,SM2P,53.5,25.3,No,,,,,,,16-18,,,,9,""
O,M8+,1,GER,Empacher,C86,"Carbon wing",Stern,Yes,5,,82.5,C2,Skinny,Med,377,112.5,264.5,SM2P,53.5,25.3,No,,,,,,,16-18,,,,9,""
O,M8+,1,GER,Empacher,C86,"Carbon wing",Stern,Yes,6,,82.5,C2,Skinny,Med,377,112.5,264.5,SM2P,53.5,25.3,No,,,,,,,16-18,,,,8,""
O,M8+,1,GER,Empacher,C86,"Carbon wing",Stern,Yes,7,,82.5,C2,Skinny,Med,377,112.5,264.5,SM2P,53.5,25.3,No,,,,,,,16-18,,,,9,""
O,M8+,1,GER,Empacher,C86,"Carbon wing",Stern,Yes,8,,82.5,C2,Skinny,Med,377,112.5,264.5,SM2P,53.5,25.3,No,,,,,,,16-18,,,,8,""
O,M8+,2,USA,Empacher,R86,"Alum wing",Stern,Yes,1,,83,C2,Skinny2,Med,376,113,263,SM2P,53.5,25.3,No,,,,,,,,,,,,""
O,M8+,2,USA,Empacher,R86,"Alum wing",Stern,Yes,2,,83,C2,Skinny2,Med,376,113,263,SM2P,53.5,25.3,No,,,,,,,,,,,,""
O,M8+,2,USA,Empacher,R86,"Alum wing",Stern,Yes,3,,83,C2,Skinny2,Med,376,113,263,SM2P,53.5,25.3,No,,,,,,,,,,,,""
O,M8+,2,USA,Empacher,R86,"Alum wing",Stern,Yes,4,,83,C2,Skinny2,Med,376,113,263,SM2P,53.5,25.3,No,,,,,,,,,,,,""
O,M8+,2,USA,Empacher,R86,"Alum wing",Stern,Yes,5,,83,C2,Skinny2,Med,376,113,263,SM2P,53.5,25.3,No,,,,,,,,,,,,""
O,M8+,2,USA,Empacher,R86,"Alum wing",Stern,Yes,6,,83,C2,Skinny2,Med,376,113,263,SM2P,53.5,25.3,No,,,,,,,,,,,,""
O,M8+,2,USA,Empacher,R86,"Alum wing",Stern,Yes,7,,83,C2,Skinny2,Med,376,113,263,SM2P,53.5,25.3,No,,,,,,,,,,,,""
O,M8+,2,USA,Empacher,R86,"Alum wing",Stern,Yes,8,,83,C2,Skinny2,Med,376,113,263,SM2P,53.5,21.5,No,,,,,,,,,,,,""
O,M8+,3,ITA,Filippi,F49,"Carbon wing",Stern,Yes,1,,83.5,C2,Standard,,,,,SM2P,53.5,25.3,No,13,36,,40.8,,,20.5,18.5,,,3.7,""
O,M8+,3,ITA,Filippi,F49,"Carbon wing",Stern,Yes,2,,83.5,C2,Standard,,,,,SM2P,53.5,25.3,No,16.5,38,,43.6,,,20,20,,,3.4,""
O,M8+,3,ITA,Filippi,F49,"Carbon wing",Stern,Yes,3,,83.5,C2,Standard,,,,,SM2P,53.5,25.3,No,17,37,,43.2,,,18.5,19,,,4.5,""
O,M8+,3,ITA,Filippi,F49,"Carbon wing",Stern,Yes,4,,83.5,C2,Standard,,,,,SM2P,53.5,25.3,No,14,40,,42,,,20.5,18,,,4,""
O,M8+,3,ITA,Filippi,F49,"Carbon wing",Stern,Yes,5,,83.5,C2,Standard,,,,,SM2P,53.5,25.3,No,13.5,39,,42.8,,,20,21,,,3.6,""
O,M8+,3,ITA,Filippi,F49,"Carbon wing",Stern,Yes,6,,83.5,C2,Standard,,,,,SM2P,53.5,25.3,No,14.5,37,,42.5,,,20,19.5,,,5.1,""
O,M8+,3,ITA,Filippi,F49,"Carbon wing",Stern,Yes,7,,83.5,C2,Standard,,,,,SM2P,53.5,25.3,No,16,39.5,,42.7,,,19.5,19.5,,,3.9,""
O,M8+,3,ITA,Filippi,F49,"Carbon wing",Stern,Yes,8,,83.5,C2,Standard,,,,,SM2P,53.5,21.5,No,15.5,36,,42.5,,,17.5,20,,,3.3,""
"",M8+,4,NED,Empacher,C86,"Carbon wing",Stern,Yes,1,,84,C2,Skinny,Med,377,114,263,SM2P,53.5,25.3,No,,,,43,,,19,,,,5,""
"",M8+,4,NED,Empacher,C86,"Carbon wing",Stern,Yes,2,,84,C2,Skinny,Med,377,114,263,SM2P,53.5,25.3,No,,,,43,,,19,,,,5,""
"",M8+,4,NED,Empacher,C86,"Carbon wing",Stern,Yes,3,,83.5,C2,Skinny,Med,377,113.5,263.5,SM2P,53.5,25.3,No,,,,43,,,20,,,,5,""
"",M8+,4,NED,Empacher,C86,"Carbon wing",Stern,Yes,4,,83.5,C2,Skinny,Med,377,113.5,263.5,SM2P,53.5,25.3,No,,,,43,,,20,,,,5,""
"",M8+,4,NED,Empacher,C86,"Carbon wing",Stern,Yes,5,,84,C2,Skinny,Med,377,113.5,263.5,SM2P,53.5,25.3,No,,,,43,,,21,,,,5,""
"",M8+,4,NED,Empacher,C86,"Carbon wing",Stern,Yes,6,,84,C2,Skinny,Med,377,114,263,SM2P,53.5,25.3,No,,,,43,,,21,,,,5,""
"",M8+,4,NED,Empacher,C86,"Carbon wing",Stern,Yes,7,,84,C2,Skinny,Med,377,114,263,SM2P,53.5,25.3,No,,,,43,,,20,,,,5,""
"",M8+,4,NED,Empacher,C86,"Carbon wing",Stern,Yes,8,,83,C2,Skinny,Med,377,114,263,SM2P,53.5,21.5,No,,,,43,,,19,,,,5,""
"",M8+,5,ROU,Filippi,X,"Carbon wing",Stern,Yes,1,,83.5,C2,Skinny,Med,376,113.5,262.5,SM2P,53.5,25.3,No,15,35,,42,,,18.5,18,,,4,""
"",M8+,5,ROU,Filippi,X,"Carbon wing",Stern,Yes,2,,84,C2,Skinny,Med,375,113,262,SM2P,53.5,25.3,No,15,38,,40,,,19.5,19,,,4,""
"",M8+,5,ROU,Filippi,X,"Carbon wing",Stern,Yes,3,,83.5,C2,Skinny,Med,376,113.5,262.5,SM2P,53.5,25.3,No,15,38,,43,,,19,18,,,4,""
"",M8+,5,ROU,Filippi,X,"Carbon wing",Stern,Yes,4,,83.5,C2,Skinny,Med,376,113.5,262.5,SM2P,53.5,25.3,No,15,39,,40,,,20,20,,,4,""
"",M8+,5,ROU,Filippi,X,"Carbon wing",Stern,Yes,5,,83.5,C2,Skinny,Med,376,113.5,262.5,SM2P,53.5,25.3,No,15,0,,38,,,21,21,,,4,""
